channel,rank,logo,watch_time_m,stream_time_m,peak_viewers,avg_viewers,followers,partnered,mature,language,url,t_subs,start,income,stream_time_h/m
Alanna_Matty,740,https://static-cdn.jtvnw.net/jtv_user_pictures/40555638-7c20-4370-a9e6-87183e9ff1c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,817260,7320,562,112,10990,TRUE,FALSE,English,https://www.twitch.tv/Alanna_Matty/about,11,"Jul 18, 2019",27.5,40.67
Flairandsound,742,https://static-cdn.jtvnw.net/jtv_user_pictures/6991412b-0e76-4ee6-99b2-ee4ef7a91691-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,813780,4935,535,165,10365,TRUE,TRUE,German,https://www.twitch.tv/Flairandsound/about,103,"Mar 29, 2020",257.5,27.42
iamCHRISRODGERS,745,https://static-cdn.jtvnw.net/jtv_user_pictures/c9d5d668-fc9b-4152-9ae9-6ba0d011c57d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,809760,9195,212,88,9691,TRUE,FALSE,English,https://www.twitch.tv/iamCHRISRODGERS/about,77,"Jan 24, 2020",192.5,51.08
Jekalez,747,https://static-cdn.jtvnw.net/jtv_user_pictures/bb8729af-ac91-4b37-983e-3c07d7d4e5a9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,807315,12405,509,65,2980,FALSE,TRUE,German,https://www.twitch.tv/Jekalez/about,178,"Sep 29, 2019",445,68.92
Mrgregles,751,https://static-cdn.jtvnw.net/jtv_user_pictures/d3e1174c-9559-4c43-a11e-0f1796f3304b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,805500,4995,1192,161,55486,TRUE,FALSE,English,https://www.twitch.tv/Mrgregles/about,25,"Jan 28, 2017",62.5,27.75
DJJayceeAtl,755,https://static-cdn.jtvnw.net/jtv_user_pictures/4e247043-f82c-413b-b65a-21d2bd6ec516-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,802740,10785,478,74,3634,FALSE,FALSE,English,https://www.twitch.tv/DJJayceeAtl/about,78,"Mar 29, 2020",195,59.92
BusCrates,757,https://static-cdn.jtvnw.net/jtv_user_pictures/a2305986-f55b-4588-86b2-8a6dd0d89d74-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,801495,5100,392,157,9119,TRUE,FALSE,English,https://www.twitch.tv/BusCrates/about,35,"Apr 6, 2020",87.5,28.33
Nicetya,758,https://static-cdn.jtvnw.net/jtv_user_pictures/cbbdb4ab-372c-4081-8f9a-ab2fe9992cd8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,800955,2055,1356,390,31525,TRUE,TRUE,German,https://www.twitch.tv/Nicetya/about,1200,"Sep 1, 2018",3000,11.42
martino_edwardo,766,https://static-cdn.jtvnw.net/jtv_user_pictures/a51620bd-6fc9-47a3-8381-80b8ef2a6110-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,789435,12120,275,65,2738,FALSE,FALSE,English,https://www.twitch.tv/martino_edwardo/about,145,"Apr 9, 2020",362.5,67.33
IllmindProducer,767,https://static-cdn.jtvnw.net/jtv_user_pictures/1293dba1-aa73-40be-9beb-9e02f8e0a172-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,788670,5940,193,133,38773,TRUE,FALSE,English,https://www.twitch.tv/IllmindProducer/about,100,"Nov 5, 2019",250,33.00
theRealShooKon3,769,https://static-cdn.jtvnw.net/jtv_user_pictures/therealshookon3-profile_image-4756a8234fb0cf1c-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,788070,2865,851,275,149890,TRUE,TRUE,English,https://www.twitch.tv/theRealShooKon3/about,572,"Mar 13, 2013",1430,15.92
ChrisKayDanceMachine,771,https://static-cdn.jtvnw.net/jtv_user_pictures/552ca060-9e08-4551-8c8b-09472aa5d0cc-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,787905,14805,157,53,412,FALSE,FALSE,German,https://www.twitch.tv/ChrisKayDanceMachine/about,10,"Sep 4, 2018",25,82.25
DeejayManie,772,https://static-cdn.jtvnw.net/jtv_user_pictures/a5012cd8-6252-4406-ad05-32b62a255d91-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,787335,14415,220,55,7374,TRUE,TRUE,English,https://www.twitch.tv/DeejayManie/about,2,"Apr 20, 2020",5,80.08
DjPaulSantana,776,https://static-cdn.jtvnw.net/jtv_user_pictures/1fcf68c3-c1c4-46ca-9469-8a215df319fc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,780585,16530,431,47,5350,FALSE,FALSE,English,https://www.twitch.tv/DjPaulSantana/about,198,"Mar 26, 2020",495,91.83
IndiaGutierDj,777,https://static-cdn.jtvnw.net/jtv_user_pictures/12f329ce-a0fa-4fa3-9864-f1ecc1138b28-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,780435,10755,624,73,2691,FALSE,FALSE,English,https://www.twitch.tv/IndiaGutierDj/about,236,"Jun 8, 2020",590,59.75
kiiger,783,https://static-cdn.jtvnw.net/jtv_user_pictures/d9ea7f83-6116-498a-8b6f-cb0d09051bf1-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100,776835,6585,312,118,33813,TRUE,FALSE,English,https://www.twitch.tv/kiiger/about,2200,"Mar 13, 2018",5500,36.58
shmeede,788,https://static-cdn.jtvnw.net/jtv_user_pictures/77a6bb81-d158-41c6-9e96-583c6ade4a41-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,772185,5220,230,148,2300,FALSE,FALSE,German,https://www.twitch.tv/shmeede/about,76,"Nov 7, 2020",190,29.00
TheNeoKELELims,792,https://static-cdn.jtvnw.net/jtv_user_pictures/51afdd51-2620-4fe7-b1ab-b1d553523ccd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,767325,6465,504,119,7076,TRUE,FALSE,English,https://www.twitch.tv/TheNeoKELELims/about,325,"May 24, 2021",812.5,35.92
daiisu,794,https://static-cdn.jtvnw.net/jtv_user_pictures/cd1b7553-cae1-45c1-b252-ece2d94febca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,765840,14610,310,52,4147,FALSE,FALSE,English,https://www.twitch.tv/daiisu/about,43,"Nov 5, 2019",107.5,81.17
HugoMoroux,797,https://static-cdn.jtvnw.net/jtv_user_pictures/def8c3dd-f52d-496a-9c6d-85998d78e694-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,763125,5835,2444,131,14761,TRUE,FALSE,English,https://www.twitch.tv/HugoMoroux/about,500,"Dec 14, 2015",1250,32.42
Akademiks,798,https://static-cdn.jtvnw.net/jtv_user_pictures/akademiks-profile_image-c410b74e71f4a0d7-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,762795,270,3429,2825,369166,TRUE,TRUE,English,https://www.twitch.tv/Akademiks/about,200,"Dec 28, 2014",500,1.50
itsKayyluhh,800,https://static-cdn.jtvnw.net/jtv_user_pictures/b7932255-0c4d-491b-807d-03332140c1d3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,759750,17220,299,44,1711,FALSE,FALSE,English,https://www.twitch.tv/itsKayyluhh/about,166,"Oct 18, 2007",415,95.67
GeisterweltNights,802,https://static-cdn.jtvnw.net/jtv_user_pictures/c134914a-856f-4181-9578-ba6fdb7ad976-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,758655,11625,205,65,3001,FALSE,FALSE,English,https://www.twitch.tv/GeisterweltNights/about,88,"Apr 11, 2020",220,64.58
DJCquence,804,https://static-cdn.jtvnw.net/jtv_user_pictures/72c0a5de-5b68-436a-b52e-f161bd1362f9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,755295,7125,257,106,5566,TRUE,FALSE,English,https://www.twitch.tv/DJCquence/about,350,"Apr 16, 2015",875,39.58
don_pw,807,https://static-cdn.jtvnw.net/jtv_user_pictures/3d4228d3-87b9-472c-9ae3-154717191e09-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,750540,15255,97,49,4862,FALSE,FALSE,English,https://www.twitch.tv/don_pw/about,1,"Aug 20, 2014",2.5,84.75
DJ_Gloor69,812,https://static-cdn.jtvnw.net/jtv_user_pictures/0d025d26-bf15-480e-99ad-5e8d3fba0485-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,744675,17595,122,42,2890,FALSE,FALSE,French,https://www.twitch.tv/DJ_Gloor69/about,8,"Apr 3, 2020",20,97.75
TRIODEOfficial,814,https://static-cdn.jtvnw.net/jtv_user_pictures/d3dfcd66-a83b-416a-8fc1-48c7ca52fb80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,742800,7530,317,99,7138,TRUE,FALSE,English,https://www.twitch.tv/TRIODEOfficial/about,278,"Mar 29, 2020",695,41.83
Ninamare,815,https://static-cdn.jtvnw.net/jtv_user_pictures/82f10863-0c2e-4757-917a-96c7366c3c6c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,741510,11505,188,64,2845,FALSE,FALSE,English,https://www.twitch.tv/Ninamare/about,241,"Jun 28, 2020",602.5,63.92
DJKRYSS_OFFICIAL,816,https://static-cdn.jtvnw.net/jtv_user_pictures/c84f3421-0b66-4978-b973-880ddcdb9b20-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,738315,14130,149,52,897,FALSE,FALSE,Spanish,https://www.twitch.tv/DJKRYSS_OFFICIAL/about,7,"Jul 29, 2021",17.5,78.50
Andvari,819,https://static-cdn.jtvnw.net/jtv_user_pictures/andvari-profile_image-bdea43b4bde8a973-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,732885,4395,1735,167,23076,TRUE,FALSE,English,https://www.twitch.tv/Andvari/about,3200,"Jan 7, 2015",8000,24.42
ziGueira,820,https://static-cdn.jtvnw.net/jtv_user_pictures/c5327992-ba31-44d6-9cfc-557aedb23237-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,732090,345,2624,2122,694012,TRUE,FALSE,Portuguese,https://www.twitch.tv/ziGueira/about,1044,"Jul 15, 2012",2610,1.92
djclass6,823,https://static-cdn.jtvnw.net/jtv_user_pictures/a9d91bcf-a622-4e98-9931-5ce18c8b4e6b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,729000,12210,203,60,5216,FALSE,FALSE,English,https://www.twitch.tv/djclass6/about,241,"Apr 28, 2020",602.5,67.83
JamBreadMusic,826,https://static-cdn.jtvnw.net/jtv_user_pictures/d570a87a-0420-4dc8-afe4-f2f5415b7f63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,726540,11010,661,66,5501,FALSE,FALSE,English,https://www.twitch.tv/JamBreadMusic/about,180,"Jun 24, 2020",450,61.17
MusikIstUnsereDNA,827,https://static-cdn.jtvnw.net/jtv_user_pictures/2e9ce3e6-b7eb-4fdb-bc48-2c8969c14d17-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,726495,12240,315,59,3094,FALSE,FALSE,German,https://www.twitch.tv/MusikIstUnsereDNA/about,139,"Dec 28, 2020",347.5,68.00
DJ_JayOGee,828,https://static-cdn.jtvnw.net/jtv_user_pictures/21ecd3fc-e083-4a2c-8b5a-e5bfd68f2368-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,726135,12510,520,58,5328,FALSE,FALSE,German,https://www.twitch.tv/DJ_JayOGee/about,106,"Mar 28, 2020",265,69.50
DJPodzTV,830,https://static-cdn.jtvnw.net/jtv_user_pictures/d7851449-ca9b-4361-8dc1-1f90edae4356-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,724980,4995,367,145,9018,TRUE,TRUE,French,https://www.twitch.tv/DJPodzTV/about,138,"Mar 11, 2014",345,27.75
maxadrums,832,https://static-cdn.jtvnw.net/jtv_user_pictures/0f416a06-1f19-4fe3-8538-31a509256dc0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,723450,8355,519,87,16204,TRUE,FALSE,English,https://www.twitch.tv/maxadrums/about,54,"Aug 31, 2011",135,46.42
RedPartyNYC,833,https://static-cdn.jtvnw.net/jtv_user_pictures/d4539662-b536-4e42-9908-258e191617c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,722790,8010,248,90,5395,TRUE,TRUE,English,https://www.twitch.tv/RedPartyNYC/about,30,"Apr 9, 2020",75,44.50
bigduckenergymusic,835,https://static-cdn.jtvnw.net/jtv_user_pictures/1585ea8b-5920-4185-807f-8093964a6f70-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,720255,23190,86,31,3268,FALSE,FALSE,English,https://www.twitch.tv/bigduckenergymusic/about,1,"Sep 9, 2020",2.5,128.83
ShoesHouse,836,https://static-cdn.jtvnw.net/jtv_user_pictures/143db3ca-8b75-4d52-882e-290d89e83839-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,719700,10515,179,68,6005,FALSE,TRUE,English,https://www.twitch.tv/ShoesHouse/about,101,"Apr 18, 2020",252.5,58.42
Dusky_plays,839,https://static-cdn.jtvnw.net/jtv_user_pictures/6f98d13e-f7bd-4c6c-bdeb-36ea2ee9c908-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,718590,6090,245,118,15135,TRUE,TRUE,German,https://www.twitch.tv/Dusky_plays/about,1000,"Mar 11, 2015",2500,33.83
Mazuumusic,841,https://static-cdn.jtvnw.net/jtv_user_pictures/d439ca08-d95b-4d3a-9717-d22eff7c9636-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,716085,6600,746,108,5364,FALSE,FALSE,English,https://www.twitch.tv/Mazuumusic/about,35,"May 6, 2020",87.5,36.67
TheViolinHabit,842,https://static-cdn.jtvnw.net/jtv_user_pictures/2ddf2a0d-e9c8-48f7-8971-66d747b07270-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,715950,4275,1983,167,16497,TRUE,FALSE,English,https://www.twitch.tv/TheViolinHabit/about,3600,"Sep 2, 2019",9000,23.75
PONdENDS_RADIO,846,https://static-cdn.jtvnw.net/jtv_user_pictures/bf870322-084f-4003-bcee-07ae6d26d59b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,713490,10350,289,69,3561,FALSE,FALSE,English,https://www.twitch.tv/PONdENDS_RADIO/about,133,"May 18, 2018",332.5,57.50
OGUMTV,847,https://static-cdn.jtvnw.net/jtv_user_pictures/321dc984-46f8-433c-b6ea-3c6d54d521c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,713400,1170,1521,610,41557,TRUE,TRUE,English,https://www.twitch.tv/OGUMTV/about,619,"Jan 26, 2020",1547.5,6.50
House_Nation_Music,848,https://static-cdn.jtvnw.net/jtv_user_pictures/85be2a20-8252-4760-baa5-fe58923ea0b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,712935,23970,109,30,7717,FALSE,FALSE,English,https://www.twitch.tv/House_Nation_Music/about,5,"Oct 5, 2020",12.5,133.17
DJ_Shorty_K,849,https://static-cdn.jtvnw.net/jtv_user_pictures/ffa4e38a-28be-4a3b-997c-3e6acd1277d6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,711000,13395,363,53,5799,TRUE,TRUE,English,https://www.twitch.tv/DJ_Shorty_K/about,20,"Jun 14, 2020",50,74.42
CMillerMusic,854,https://static-cdn.jtvnw.net/jtv_user_pictures/427f1bd2-461f-4569-a4e8-6d65c85f7175-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,706395,3345,1129,211,31434,TRUE,FALSE,English,https://www.twitch.tv/CMillerMusic/about,250,"Aug 21, 2015",625,18.58
OoDuckTV,855,https://static-cdn.jtvnw.net/jtv_user_pictures/71afce28-ca2e-4c21-847b-bc97488d4db5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,704445,32535,75,22,13973,FALSE,FALSE,English,https://www.twitch.tv/OoDuckTV/about,23,"Jul 22, 2020",57.5,180.75
johnbbeta,857,https://static-cdn.jtvnw.net/jtv_user_pictures/0634dd37-bdd9-4128-a9b2-8d9bc16636b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,704370,4170,430,169,15756,TRUE,FALSE,English,https://www.twitch.tv/johnbbeta/about,518,"Jan 23, 2018",1295,23.17
KARETUS,859,https://static-cdn.jtvnw.net/jtv_user_pictures/02ba18a9-d0fb-4cf2-b709-35e45810afc3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,703425,6510,442,108,14878,FALSE,FALSE,Portuguese,https://www.twitch.tv/KARETUS/about,65,"Jun 18, 2019",162.5,36.17
AidenSomerville,861,https://static-cdn.jtvnw.net/jtv_user_pictures/465d7a50-a0fe-48cb-899d-efa2719d56e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,701145,11520,764,61,2592,FALSE,FALSE,English,https://www.twitch.tv/AidenSomerville/about,143,"Oct 20, 2016",357.5,64.00
meriamber,862,https://static-cdn.jtvnw.net/jtv_user_pictures/e0116c742f0d96a9-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,700995,9540,323,73,14058,TRUE,FALSE,English,https://www.twitch.tv/meriamber/about,1600,"Jul 21, 2017",4000,53.00
CentralLucyPark,866,https://static-cdn.jtvnw.net/jtv_user_pictures/197ff3de-d041-4850-8f06-59b3659cb267-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,695520,5220,578,133,6758,TRUE,FALSE,English,https://www.twitch.tv/CentralLucyPark/about,270,"May 2, 2019",675,29.00
dj_enka,868,https://static-cdn.jtvnw.net/jtv_user_pictures/d52da39e-9aa4-446b-8aa8-85de63f22d7c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,690105,9765,235,71,4530,FALSE,FALSE,Spanish,https://www.twitch.tv/dj_enka/about,184,"Mar 23, 2020",460,54.25
SaveAsYouWish,869,https://static-cdn.jtvnw.net/jtv_user_pictures/cf7b898a-dd8e-4f38-be21-f599580f1f71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,689835,11115,153,62,4716,TRUE,FALSE,English,https://www.twitch.tv/SaveAsYouWish/about,42,"Jun 11, 2016",105,61.75
OBAKE_TV,873,https://static-cdn.jtvnw.net/jtv_user_pictures/e26d63bf-780e-453f-917b-4f920608dee7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,686730,10005,150,69,7247,TRUE,TRUE,German,https://www.twitch.tv/OBAKE_TV/about,216,"Apr 8, 2016",540,55.58
TekkDad_vs_TekkMutti,874,https://static-cdn.jtvnw.net/jtv_user_pictures/06b9f85d-cecc-4fd2-8ccc-b389c9b09bf8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,686280,12735,219,54,1763,FALSE,TRUE,German,https://www.twitch.tv/TekkDad_vs_TekkMutti/about,192,"Apr 17, 2021",480,70.75
maliarae,875,https://static-cdn.jtvnw.net/jtv_user_pictures/c82b3204-3c49-4475-82ec-d44818e719a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,686160,6285,4253,109,1470,FALSE,FALSE,English,https://www.twitch.tv/maliarae/about,4,"May 4, 2016",10,34.92
BirdmanExe,876,https://static-cdn.jtvnw.net/jtv_user_pictures/birdmanexe-profile_image-87a24a3c4a622af8-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,685470,11250,1263,61,9080,FALSE,FALSE,English,https://www.twitch.tv/BirdmanExe/about,73,"Feb 10, 2015",182.5,62.50
juicedrumandbass,877,https://static-cdn.jtvnw.net/jtv_user_pictures/7cfa7550-e621-4a63-8d5b-a847b0d991d6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,685440,12465,130,55,4039,FALSE,FALSE,English,https://www.twitch.tv/juicedrumandbass/about,161,"May 5, 2020",402.5,69.25
mirko_machine,879,https://static-cdn.jtvnw.net/jtv_user_pictures/3357901a-07fd-428b-a0bd-3d5a31b3a005-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,681645,12240,149,56,3028,FALSE,FALSE,German,https://www.twitch.tv/mirko_machine/about,108,"Mar 20, 2020",270,68.00
Ludgero_Rosas,882,https://static-cdn.jtvnw.net/jtv_user_pictures/9f185dc4-2281-48e5-a58c-e83fc8b0a0cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,680295,13185,824,52,4542,FALSE,FALSE,English,https://www.twitch.tv/Ludgero_Rosas/about,119,"Feb 7, 2021",297.5,73.25
dj_islas,883,https://static-cdn.jtvnw.net/jtv_user_pictures/9660f422-a1ff-430f-9ea8-a6046275aa49-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,678855,7290,278,93,6341,TRUE,FALSE,English,https://www.twitch.tv/dj_islas/about,20,"May 15, 2020",50,40.50
FrecklesMusic,886,https://static-cdn.jtvnw.net/jtv_user_pictures/5155ac93-3814-4230-b6d9-f8bf4f9a0ce8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,676680,12330,179,55,14454,TRUE,FALSE,Russian,https://www.twitch.tv/FrecklesMusic/about,73,"Dec 24, 2014",182.5,68.50
djLiquidTodd,890,https://static-cdn.jtvnw.net/jtv_user_pictures/035f8c8a-a34b-4564-b8e2-da57994032bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,671445,10365,248,65,4338,TRUE,FALSE,English,https://www.twitch.tv/djLiquidTodd/about,193,"Apr 25, 2020",482.5,57.58
TubboLIVE,892,https://static-cdn.jtvnw.net/jtv_user_pictures/82db33be-a407-46d8-b6b6-3e85825160b8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,664710,45,15006,14771,2031093,TRUE,FALSE,English,https://www.twitch.tv/TubboLIVE/about,613,"Dec 19, 2019",1532.5,0.25
BlueNekoTV,898,https://static-cdn.jtvnw.net/jtv_user_pictures/6fe94e8d-a1ab-4565-af4f-5cc84010ea41-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,659190,6750,1078,98,18469,TRUE,FALSE,French,https://www.twitch.tv/BlueNekoTV/about,150,"May 18, 2020",375,37.50
aDJcalledQUEST,899,https://static-cdn.jtvnw.net/jtv_user_pictures/b9048be9-d993-4922-b84c-f94addc051dd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,657825,10500,154,63,8780,TRUE,FALSE,English,https://www.twitch.tv/aDJcalledQUEST/about,116,"Jan 12, 2015",290,58.33
DJ_Spen,900,https://static-cdn.jtvnw.net/jtv_user_pictures/bf86fa6f-2e14-49ed-a168-6d813e49a21c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,656310,6675,221,98,9889,TRUE,FALSE,English,https://www.twitch.tv/DJ_Spen/about,125,"Dec 29, 2018",312.5,37.08
RobbyFontanaLIVE,903,https://static-cdn.jtvnw.net/jtv_user_pictures/ffc5bd87-89cd-4f6e-a269-a5dde762ec3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,655650,8700,470,75,5127,TRUE,FALSE,English,https://www.twitch.tv/RobbyFontanaLIVE/about,92,"Feb 19, 2021",230,48.33
knumbthegeek,904,https://static-cdn.jtvnw.net/jtv_user_pictures/d780ec82-6b92-4beb-ac40-678248d279b5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,654255,10980,450,60,5302,FALSE,FALSE,English,https://www.twitch.tv/knumbthegeek/about,136,"Sep 12, 2018",340,61.00
FrankTedesco_,906,https://static-cdn.jtvnw.net/jtv_user_pictures/5ca9c890-308b-4d7d-8fb6-ad6e62805410-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,653790,6060,264,108,15316,TRUE,FALSE,English,https://www.twitch.tv/FrankTedesco_/about,178,"Aug 14, 2015",445,33.67
Elemental_XII,908,https://static-cdn.jtvnw.net/jtv_user_pictures/91a0d876-6023-46a3-80ab-04568004fa87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,650085,7845,3956,83,2432,FALSE,FALSE,French,https://www.twitch.tv/Elemental_XII/about,5,"Oct 24, 2013",12.5,43.58
AndrewKingsleyUTA,911,https://static-cdn.jtvnw.net/jtv_user_pictures/8096f529-cd7d-4db5-9f1f-a3dbe6181aee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,645165,8910,201,72,3433,FALSE,TRUE,English,https://www.twitch.tv/AndrewKingsleyUTA/about,248,"Dec 25, 2019",620,49.50
BangBros_FrankyB,915,https://static-cdn.jtvnw.net/jtv_user_pictures/68a0b30c-eef3-4787-bec6-a6e36fe0e5e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,640290,7290,241,88,4633,FALSE,TRUE,German,https://www.twitch.tv/BangBros_FrankyB/about,29,"Mar 29, 2020",72.5,40.50
PeterundderWolf_Berlin,916,https://static-cdn.jtvnw.net/jtv_user_pictures/eb12481e-b0ab-4801-90f9-792d4d5866cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,639255,9975,184,64,4297,FALSE,TRUE,German,https://www.twitch.tv/PeterundderWolf_Berlin/about,91,"May 16, 2018",227.5,55.42
MyLiveTube,917,https://static-cdn.jtvnw.net/jtv_user_pictures/e7ccf36f-6913-45ca-b584-57a967ec6cbf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,638550,17370,268,37,3293,FALSE,FALSE,English,https://www.twitch.tv/MyLiveTube/about,199,"Mar 26, 2020",497.5,96.50
joliet4,920,https://static-cdn.jtvnw.net/jtv_user_pictures/6f8c83a2-d04e-43e3-b470-2a7f9a286ad8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,637605,4185,689,152,23303,TRUE,FALSE,English,https://www.twitch.tv/joliet4/about,65,"Oct 19, 2014",162.5,23.25
HAchubby,923,https://static-cdn.jtvnw.net/jtv_user_pictures/9bb9fd55-6876-4959-ac2b-fb5790ac13d9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,635565,405,1861,1569,313813,TRUE,FALSE,English,https://www.twitch.tv/HAchubby/about,3200,"Feb 6, 2018",8000,2.25
Neldoreth_inf,924,https://static-cdn.jtvnw.net/jtv_user_pictures/neldoreth_inf-profile_image-855d755a80077a55-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100,633675,100095,88,6,1287,FALSE,FALSE,English,https://www.twitch.tv/Neldoreth_inf/about,10,"Apr 9, 2014",25,556.08
TIG3R_HOODS,925,https://static-cdn.jtvnw.net/jtv_user_pictures/ee4f6cca-4a14-41c7-b491-d4aaf4aeab6a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,633630,8745,1231,72,2209,FALSE,FALSE,English,https://www.twitch.tv/TIG3R_HOODS/about,466,"Feb 21, 2019",1165,48.58
PatrickRichardsMusic,927,https://static-cdn.jtvnw.net/jtv_user_pictures/e286850d-2397-42ff-8733-b962045ca735-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100,631860,17250,88,37,1488,FALSE,FALSE,English,https://www.twitch.tv/PatrickRichardsMusic/about,265,"Mar 25, 2020",662.5,95.83
